method,source_id,local_reconstruction,sha256,public_pixels
token-efficiency-digital-v1/raw/QPSK/N4084/m6,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_07_7.png,d3d9edc306cb68b15ac87d0c7e058b1baf3cb14261e468cd4a660114c287eb86,False
token-efficiency-digital-v1/raw/QPSK/N4084/m6,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_07_13.png,d3d9edc306cb68b15ac87d0c7e058b1baf3cb14261e468cd4a660114c287eb86,False
token-efficiency-digital-v1/raw/QPSK/N4084/m6,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_07_19.png,d3d9edc306cb68b15ac87d0c7e058b1baf3cb14261e468cd4a660114c287eb86,False
token-efficiency-digital-v1/raw/QPSK/N4084/m7,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_08_1.png,9a0fc8ed86a85205ba58d354c7c28a8baf0ae83a7493f5b5c94d4d1bd9efe896,False
token-efficiency-digital-v1/raw/QPSK/N4084/m7,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_08_4.png,9a0fc8ed86a85205ba58d354c7c28a8baf0ae83a7493f5b5c94d4d1bd9efe896,False
token-efficiency-digital-v1/raw/QPSK/N4084/m7,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_08_7.png,9a0fc8ed86a85205ba58d354c7c28a8baf0ae83a7493f5b5c94d4d1bd9efe896,False
token-efficiency-digital-v1/raw/QPSK/N4084/m7,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_08_13.png,9a0fc8ed86a85205ba58d354c7c28a8baf0ae83a7493f5b5c94d4d1bd9efe896,False
token-efficiency-digital-v1/raw/QPSK/N4084/m7,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_08_19.png,9a0fc8ed86a85205ba58d354c7c28a8baf0ae83a7493f5b5c94d4d1bd9efe896,False
token-efficiency-digital-v1/raw/QPSK/N4084/m8,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_09_1.png,0d97b4cee0ed757d3cacc550fd510855fa798113bf7b0bf479764d53ea25a378,False
token-efficiency-digital-v1/raw/QPSK/N4084/m8,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_09_4.png,0d97b4cee0ed757d3cacc550fd510855fa798113bf7b0bf479764d53ea25a378,False
token-efficiency-digital-v1/raw/QPSK/N4084/m8,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_09_7.png,0d97b4cee0ed757d3cacc550fd510855fa798113bf7b0bf479764d53ea25a378,False
token-efficiency-digital-v1/raw/QPSK/N4084/m8,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_09_13.png,0d97b4cee0ed757d3cacc550fd510855fa798113bf7b0bf479764d53ea25a378,False
token-efficiency-digital-v1/raw/QPSK/N4084/m8,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_09_19.png,0d97b4cee0ed757d3cacc550fd510855fa798113bf7b0bf479764d53ea25a378,False
token-efficiency-digital-v1/raw/QPSK/N4084/m9,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_10_1.png,fcc1b007a6c3158fa47cd563ae14052756708d904aae620566c436ef520a296a,False
token-efficiency-digital-v1/raw/QPSK/N4084/m9,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_10_4.png,87ba570b91f657950aff240d1e7a17f8e330331df3c6cfd1a4a213564dfd4aee,False
token-efficiency-digital-v1/raw/QPSK/N4084/m9,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_10_7.png,291fe1629ad2a112da73ee973887d639a9c19447911c90cc71560373c24ceddd,False
token-efficiency-digital-v1/raw/QPSK/N4084/m9,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_10_13.png,291fe1629ad2a112da73ee973887d639a9c19447911c90cc71560373c24ceddd,False
token-efficiency-digital-v1/raw/QPSK/N4084/m9,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_10_19.png,291fe1629ad2a112da73ee973887d639a9c19447911c90cc71560373c24ceddd,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m6,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_11_1.png,d3d9edc306cb68b15ac87d0c7e058b1baf3cb14261e468cd4a660114c287eb86,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m6,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_11_4.png,d3d9edc306cb68b15ac87d0c7e058b1baf3cb14261e468cd4a660114c287eb86,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m6,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_11_7.png,d3d9edc306cb68b15ac87d0c7e058b1baf3cb14261e468cd4a660114c287eb86,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m6,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_11_13.png,d3d9edc306cb68b15ac87d0c7e058b1baf3cb14261e468cd4a660114c287eb86,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m6,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_11_19.png,d3d9edc306cb68b15ac87d0c7e058b1baf3cb14261e468cd4a660114c287eb86,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m7,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_12_1.png,9a0fc8ed86a85205ba58d354c7c28a8baf0ae83a7493f5b5c94d4d1bd9efe896,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m7,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_12_4.png,9a0fc8ed86a85205ba58d354c7c28a8baf0ae83a7493f5b5c94d4d1bd9efe896,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m7,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_12_7.png,9a0fc8ed86a85205ba58d354c7c28a8baf0ae83a7493f5b5c94d4d1bd9efe896,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m7,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_12_13.png,9a0fc8ed86a85205ba58d354c7c28a8baf0ae83a7493f5b5c94d4d1bd9efe896,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m7,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_12_19.png,9a0fc8ed86a85205ba58d354c7c28a8baf0ae83a7493f5b5c94d4d1bd9efe896,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m8,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_13_1.png,05418a6b5cffbb713a5a8f83a7ed470db12cb894efc22d96f219df6e3768a4ca,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m8,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_13_4.png,0d97b4cee0ed757d3cacc550fd510855fa798113bf7b0bf479764d53ea25a378,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m8,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_13_7.png,0d97b4cee0ed757d3cacc550fd510855fa798113bf7b0bf479764d53ea25a378,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m8,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_13_13.png,0d97b4cee0ed757d3cacc550fd510855fa798113bf7b0bf479764d53ea25a378,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m8,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_13_19.png,0d97b4cee0ed757d3cacc550fd510855fa798113bf7b0bf479764d53ea25a378,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m9,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_14_1.png,c7c75b0e7c4f0d36b187e662d14b6aeb9674e7070c0512a06cf56b7adb3a85af,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m9,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_14_4.png,add3f458c4e7cb5106cad6b3df9c9faf654cb81f45499f0041174b01a36cef73,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m9,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_14_7.png,4718b61ebe550060453aadd49c890c3755855fd99d38b30f1ac7834b26c58559,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m9,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_14_13.png,291fe1629ad2a112da73ee973887d639a9c19447911c90cc71560373c24ceddd,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m9,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_14_19.png,291fe1629ad2a112da73ee973887d639a9c19447911c90cc71560373c24ceddd,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m10,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_15_1.png,c7c75b0e7c4f0d36b187e662d14b6aeb9674e7070c0512a06cf56b7adb3a85af,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m10,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_15_4.png,add3f458c4e7cb5106cad6b3df9c9faf654cb81f45499f0041174b01a36cef73,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m10,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_15_7.png,4718b61ebe550060453aadd49c890c3755855fd99d38b30f1ac7834b26c58559,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m10,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_15_13.png,291fe1629ad2a112da73ee973887d639a9c19447911c90cc71560373c24ceddd,False
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m10,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_15_19.png,291fe1629ad2a112da73ee973887d639a9c19447911c90cc71560373c24ceddd,False
token-efficiency-digital-v1/arithmetic/QPSK/N3060/m6,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_16_1.png,d3d9edc306cb68b15ac87d0c7e058b1baf3cb14261e468cd4a660114c287eb86,False
token-efficiency-digital-v1/arithmetic/QPSK/N3060/m6,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_16_4.png,d3d9edc306cb68b15ac87d0c7e058b1baf3cb14261e468cd4a660114c287eb86,False
token-efficiency-digital-v1/arithmetic/QPSK/N3060/m6,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_16_7.png,d3d9edc306cb68b15ac87d0c7e058b1baf3cb14261e468cd4a660114c287eb86,False
token-efficiency-digital-v1/arithmetic/QPSK/N3060/m6,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_16_13.png,d3d9edc306cb68b15ac87d0c7e058b1baf3cb14261e468cd4a660114c287eb86,False
token-efficiency-digital-v1/arithmetic/QPSK/N3060/m6,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_16_19.png,d3d9edc306cb68b15ac87d0c7e058b1baf3cb14261e468cd4a660114c287eb86,False
token-efficiency-digital-v1/arithmetic/QPSK/N3060/m7,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_17_1.png,9a0fc8ed86a85205ba58d354c7c28a8baf0ae83a7493f5b5c94d4d1bd9efe896,False
token-efficiency-digital-v1/arithmetic/QPSK/N3060/m7,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_17_4.png,9a0fc8ed86a85205ba58d354c7c28a8baf0ae83a7493f5b5c94d4d1bd9efe896,False
token-efficiency-digital-v1/arithmetic/QPSK/N3060/m7,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_17_7.png,9a0fc8ed86a85205ba58d354c7c28a8baf0ae83a7493f5b5c94d4d1bd9efe896,False
token-efficiency-digital-v1/arithmetic/QPSK/N3060/m7,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_17_13.png,9a0fc8ed86a85205ba58d354c7c28a8baf0ae83a7493f5b5c94d4d1bd9efe896,False
token-efficiency-digital-v1/arithmetic/QPSK/N3060/m7,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_17_19.png,9a0fc8ed86a85205ba58d354c7c28a8baf0ae83a7493f5b5c94d4d1bd9efe896,False
token-efficiency-digital-v1/arithmetic/QPSK/N3060/m8,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_18_1.png,0d97b4cee0ed757d3cacc550fd510855fa798113bf7b0bf479764d53ea25a378,False
token-efficiency-digital-v1/arithmetic/QPSK/N3060/m8,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_18_4.png,0d97b4cee0ed757d3cacc550fd510855fa798113bf7b0bf479764d53ea25a378,False
token-efficiency-digital-v1/arithmetic/QPSK/N3060/m8,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_18_7.png,0d97b4cee0ed757d3cacc550fd510855fa798113bf7b0bf479764d53ea25a378,False
token-efficiency-digital-v1/arithmetic/QPSK/N3060/m8,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_18_13.png,0d97b4cee0ed757d3cacc550fd510855fa798113bf7b0bf479764d53ea25a378,False
token-efficiency-digital-v1/arithmetic/QPSK/N3060/m8,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_18_19.png,0d97b4cee0ed757d3cacc550fd510855fa798113bf7b0bf479764d53ea25a378,False
token-efficiency-digital-v1/arithmetic/QPSK/N3060/m9,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_19_1.png,5ee75db5bdf013053d9d8611fdbb5862f1022764b4b6e5477725a578ea4fd3d0,False
token-efficiency-digital-v1/arithmetic/QPSK/N3060/m9,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_19_4.png,291fe1629ad2a112da73ee973887d639a9c19447911c90cc71560373c24ceddd,False
token-efficiency-digital-v1/arithmetic/QPSK/N3060/m9,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_19_7.png,291fe1629ad2a112da73ee973887d639a9c19447911c90cc71560373c24ceddd,False
token-efficiency-digital-v1/arithmetic/QPSK/N3060/m9,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_19_13.png,291fe1629ad2a112da73ee973887d639a9c19447911c90cc71560373c24ceddd,False
token-efficiency-digital-v1/arithmetic/QPSK/N3060/m9,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_19_19.png,291fe1629ad2a112da73ee973887d639a9c19447911c90cc71560373c24ceddd,False
token-efficiency-digital-v1/arithmetic/QPSK/N3060/m10,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_20_1.png,40bccbf02ba372c864afc727ec3a591e94f45304c65dc9b2a04e190af8520804,False
token-efficiency-digital-v1/arithmetic/QPSK/N3060/m10,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_20_4.png,7268cbf987490a3b7bcf69496e9a5a7d6d88496a39151f4c9bac0acd64b6def5,False
token-efficiency-digital-v1/arithmetic/QPSK/N3060/m10,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_20_7.png,b768eb7798fa6ec7c341d8e267c7344454babc302ed46d9f9bcb4e3894706ae8,False
token-efficiency-digital-v1/arithmetic/QPSK/N3060/m10,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_20_13.png,42155ff705376cf90c4e73e8eaadbc5e43290f62af9d2ae783efce196ce586b7,False
token-efficiency-digital-v1/arithmetic/QPSK/N3060/m10,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_20_19.png,42155ff705376cf90c4e73e8eaadbc5e43290f62af9d2ae783efce196ce586b7,False
token-efficiency-digital-v1/arithmetic/QPSK/N4084/m6,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_21_1.png,d3d9edc306cb68b15ac87d0c7e058b1baf3cb14261e468cd4a660114c287eb86,False
token-efficiency-digital-v1/arithmetic/QPSK/N4084/m6,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_21_4.png,d3d9edc306cb68b15ac87d0c7e058b1baf3cb14261e468cd4a660114c287eb86,False
token-efficiency-digital-v1/arithmetic/QPSK/N4084/m6,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_21_7.png,d3d9edc306cb68b15ac87d0c7e058b1baf3cb14261e468cd4a660114c287eb86,False
token-efficiency-digital-v1/arithmetic/QPSK/N4084/m6,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_21_13.png,d3d9edc306cb68b15ac87d0c7e058b1baf3cb14261e468cd4a660114c287eb86,False
token-efficiency-digital-v1/arithmetic/QPSK/N4084/m6,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_21_19.png,d3d9edc306cb68b15ac87d0c7e058b1baf3cb14261e468cd4a660114c287eb86,False
token-efficiency-digital-v1/arithmetic/QPSK/N4084/m7,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_22_1.png,9a0fc8ed86a85205ba58d354c7c28a8baf0ae83a7493f5b5c94d4d1bd9efe896,False
token-efficiency-digital-v1/arithmetic/QPSK/N4084/m7,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_22_4.png,9a0fc8ed86a85205ba58d354c7c28a8baf0ae83a7493f5b5c94d4d1bd9efe896,False
token-efficiency-digital-v1/arithmetic/QPSK/N4084/m7,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_22_7.png,9a0fc8ed86a85205ba58d354c7c28a8baf0ae83a7493f5b5c94d4d1bd9efe896,False
token-efficiency-digital-v1/arithmetic/QPSK/N4084/m7,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_22_13.png,9a0fc8ed86a85205ba58d354c7c28a8baf0ae83a7493f5b5c94d4d1bd9efe896,False
token-efficiency-digital-v1/arithmetic/QPSK/N4084/m7,n03929660/ILSVRC2012_val_00012300_n03929660,/home/liulu/projects/VAR_COMM/outputs/TOKEN-CHANNEL-EFFICIENCY-20260923/digital_grid_v1/QPSK/development/previews/0066_22_19.png,9a0fc8ed86a85205ba58d354c7c28a8baf0ae83a7493f5b5c94d4d1bd9efe896,False
